Strike ID,Date,Location,Province,Type of attack,"Confirmed/
possible US attack?",Air operation?,Drone strike,Minimum number of strikes,Maximum number of strikes,Minimum people killed,Maximum people killed,Minimum civilians reported killed,Maximum civilians reported killed,Minimum children reported killed,Maximum children reported killed,Minimum people injured,Maximum people injured,Strike link,,Index
YEM269,23/04/2017,al Said ,Shabwah ,US air or drone strike,Confirmed,1,1,1,1,3,8,3,8,0,0,0,0,https://www.thebureauinvestigates.com/2017/01/13/yemen-reported-us-covert-actions-2017/#YEM269,,283
YEM270,24/04/2017,Unknown ,Unknown ,US air or drone strike,Confirmed,1,0,8,8,0,0,0,0,0,0,0,0,https://www.thebureauinvestigates.com/2017/01/13/yemen-reported-us-covert-actions-2017/#YEM270,,284
YEM271,29/04/2017,Unknown ,Marib,US air or drone strike,Confirmed,1,1,1,1,4,5,0,0,0,0,0,0,https://www.thebureauinvestigates.com/2017/01/13/yemen-reported-us-covert-actions-2017/#YEM271,,285
YEM272,29/04/2017,Unknown ,Shabwah ,US air or drone strike,Confirmed,1,0,1,1,3,3,0,0,0,0,0,0,https://www.thebureauinvestigates.com/2017/01/13/yemen-reported-us-covert-actions-2017/#YEM272,,286
YEM273,23/05/2017,Al Sirim area,Marib,"US air and ground operation
Special forces raid with air strikes, possibly drone",Confirmed,0,0,1,1,7,12,5,5,0,1,5,6,https://www.thebureauinvestigates.com/2017/01/13/yemen-reported-us-covert-actions-2017/#YEM273,,287
YEM274,16/06/2017,Al Naqba,Shabwah,US air or drone strike,Confirmed,1,1,1,1,2,3,0,0,0,0,0,0,https://www.thebureauinvestigates.com/2017/01/13/yemen-reported-us-covert-actions-2017/#YEM274,,288
YEM275,01/07/2017,Al Wadei,Abyan,US air or drone strike,Confirmed,1,1,1,1,2,2,0,0,0,0,0,0,https://www.thebureauinvestigates.com/2017/01/13/yemen-reported-us-covert-actions-2017/#YEM275,,289
YEM276,13/08/2017,Marakishah ,Abyan,US air or drone strike,Confirmed,1,1,1,1,0,3,0,0,0,0,0,0,,,290
YEM277,09/09/2017,Unknown,Bayda ,US air or drone strike,Confirmed,1,0,3,3,2,7,0,0,0,0,0,0,,,291
YEM278,16/09/2017,Unknown,Unknown,US air or drone strike,Confirmed,1,0,8,6,0,0,0,0,0,0,0,0,,,292
YEM279,04/10/2017,Unknown,Bayda ,US air or drone strike,Confirmed,1,1,1,1,1,2,0,0,0,0,0,0,,,293
YEM280,08/10/2017,Raghwan ,Marib ,US air or drone strike,Confirmed,1,1,1,1,5,5,0,0,0,0,0,0,,,294
YEM281,16/10/2017,Unknown,Bayda ,US air or drone strike,Confirmed,1,0,2,2,50,50,0,0,0,0,0,0,,,295
YEM282,19/10/2017,Unknown,Bayda ,US air or drone strike,Confirmed,1,1,1,1,5,5,0,0,0,0,0,0,,,296
YEM283,19/10/2017,Unknown ,Unknown ,US air or drone strike,Confirmed,1,0,7,7,0,0,0,0,0,0,0,0,,,297
YEM284,25/10/2017,Unknown ,Bayda ,US air or drone strike,Confirmed,1,0,2,2,9,13,0,0,0,0,0,0,,,298
YEM285,02/11/2017,Al Wadi,Marib ,US air or drone strike,Confirmed,1,1,1,1,2,2,0,0,0,0,0,0,,,299
YEM286,10/11/2017,Unknown,Bayda,US air or drone strike,Confirmed,1,1,1,1,2,2,0,0,0,0,0,0,,,300
YEM287,11/11/2017,Unknown,Bayda,US air or drone strike,Confirmed,1,1,1,1,1,1,0,0,0,0,0,0,,,301
YEM288,12/11/2017,Unknown,Bayda,US air or drone strike,Confirmed,1,1,1,1,2,2,0,0,0,0,0,0,,,302
YEM289,19/11/2017,Unknown,Bayda,US air or drone strike,Confirmed,1,0,1,1,2,2,0,0,0,0,0,0,,,303
YEM290,20/11/2017,Unknown,Bayda,US air or drone strike,Confirmed,1,0,2,2,5,5,0,0,0,0,0,0,,,304
YEM291,23/11/2017,Unknown,Bayda,US air or drone strike,Confirmed,1,0,1,1,2,2,0,0,0,0,0,0,,,305
YEM292,25/11/2017,Unknown,Shabwah ,US air or drone strike,Confirmed,1,1,1,1,5,7,0,0,0,0,0,0,,,306
YEM293,26/11/2017,Qaifa ,Bayda,US air or drone strike,Confirmed,1,1,1,1,3,3,0,0,0,0,0,0,,,307
YEM294,15/12/2017,Unknown,Bayda,US air or drone strike,Confirmed,1,0,1,1,1,1,0,0,0,0,0,0,,,308
YEM295,19/12/2017,Unknown,Marib,US air or drone strike,Confirmed,1,0,1,1,1,1,0,0,0,0,0,0,,,309
YEM296,29/01/2018,Unknown,Unknown,US air or drone strike,Confirmed,1,0,10,10,0,0,0,0,0,0,0,0,,,310
YEM297,11/02/2018,Unknown,Bayda,US air or drone strike,Confirmed,1,1,1,1,6,6,0,0,0,0,0,0,,,311
YEM298,16/02/2018,Unknown,Bayda,US air or drone strike,Confirmed,1,1,1,1,2,3,0,0,0,0,0,0,,,312
